seed,r,nmse_test,nmse_test_noiseless,success,expression,traversal,error_exp,error_log,error_true_divide,error_node_overflow,error_node_invalid,error_node_divide,error_node_underflow,n_epochs,n_samples,n_cached,t
0,0.6539982458492517,0.27990034528998897,0.27990034528998897,False,[x1*(2*x1 - (x1 + (-x1*sin(x1 - exp(x1*exp(x1**3*(x1**4 + x1)) + x1)) + 2*x1)*log(x1)*sin(x1*exp(x1**3*(x1**4 + x1)) + x1 - 1)/x1)*sin(x1 - exp(x1*exp(x1**3*(x1**4 + x1)) + 2*x1)))*(x1*(x1*sin(x1*exp(x1*exp(x1**3*(x1**4 + x1)) + x1) - x1) + x1)*exp(-x1)*sin(exp(x1*exp(x1**3*(x1**4 + x1)) + x1) - 1) + x1) + x1],"add,mul,mul,mul,div,add,add,sub,add,mul,sin,sub,exp,add,add,mul,exp,mul,mul,mul,add,mul,mul,mul,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,add,mul,div,x1,div,x1,mul,sin,sub,add,mul,exp,mul,mul,mul,add,mul,mul,mul,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,div,x1,x1,log,x1,div,add,add,sub,add,mul,sin,sub,exp,add,mul,exp,mul,mul,mul,add,mul,mul,mul,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,add,mul,div,x1,div,exp,mul,div,x1,x1,x1,mul,sin,sub,exp,add,mul,exp,mul,mul,mul,add,mul,mul,mul,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,div,x1,x1,x1,div,add,sub,add,mul,sin,sub,mul,x1,exp,add,mul,exp,mul,mul,mul,add,mul,mul,mul,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1",52099,105145,7953,45755,96234,16864,6344,246,2000189,1066398,517.3425257205963
