seed,r,nmse_test,nmse_test_noiseless,success,expression,traversal,error_log,error_exp,error_true_divide,error_node_invalid,error_node_overflow,error_node_divide,error_node_underflow,n_epochs,n_samples,n_cached,t
0,0.6962843952363984,0.19026586876637017,0.19026586876637017,False,[x1*(x1*(x1**7*(x1**2*(x1**5*sin(x1**3*(x1*(x1**7*(x1*(x1**2 + x1) + x1)*(x1*(x1*(x1 + (x1**4 + x1)/(x1**5*(x1*(x1**2 - 2*x1) + x1))) - x1) + x1) + x1) - x1)) - x1) + cos(x1))*sin(x1**4*(x1**2 + 2*x1))/cos(x1**2) + x1) + x1) + x1],"div,mul,mul,div,div,mul,add,mul,add,mul,add,mul,mul,div,mul,mul,mul,mul,mul,mul,sin,mul,mul,mul,mul,add,add,mul,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,add,mul,mul,sub,mul,mul,mul,mul,mul,sin,mul,mul,mul,sub,mul,add,mul,mul,mul,mul,mul,mul,add,mul,add,mul,x1,x1,x1,x1,x1,x1,mul,mul,add,div,mul,mul,sub,mul,add,mul,mul,mul,mul,div,add,mul,mul,mul,x1,x1,x1,x1,x1,mul,mul,mul,mul,mul,mul,mul,mul,mul,add,mul,sub,sub,mul,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,cos,x1,x1,x1,x1,cos,mul,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1",65475,9472,7517,59279,6242,13713,3230,247,2006539,1050706,551.1664519309998
