seed,r,nmse_test,nmse_test_noiseless,success,expression,traversal,error_log,error_exp,error_true_divide,error_multiply,error_node_divide,error_node_overflow,error_node_underflow,error_node_invalid,n_epochs,n_samples,n_cached,t
0,0.5648828363082906,0.593329130825394,0.593329130825394,False,[x1**3*exp(x1*sin(-2*x1 + log(x1**3) + (x1*(x1*exp(x1*(-x1 + exp(x1*(x1*exp(x1*exp(x1) - x1) - 2*x1)))) - x1) - x1)/x1))*exp(x1*sin(-2*x1 + log(x1**3) + (x1*(x1*exp(x1*(-x1 + exp(x1*(-x1**2 + x1*exp(x1*exp(x1) - x1) - x1)))) - x1) - x1)/x1)) + x1],"add,mul,mul,exp,mul,sin,add,log,mul,mul,x1,x1,x1,sub,sub,div,sub,mul,sub,add,sub,mul,exp,mul,sub,exp,mul,sub,sub,mul,exp,sub,mul,exp,x1,x1,x1,x1,x1,mul,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,mul,mul,exp,mul,sin,add,log,mul,mul,x1,x1,x1,sub,sub,div,sub,mul,sub,add,sub,mul,exp,mul,sub,exp,mul,sub,sub,mul,exp,sub,mul,exp,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1",88724,138257,7944,9,15687,127590,10685,80972,247,2007205,1109498,543.7859215736389
