complexity,r,count_on_policy,count_off_policy,expression,traversal,nmse_test,nmse_test_noiseless,success
5,0.24501460392854188,0,1,[-x2],"sub,sub,x1,x1,x2",9.494960450336002,9.494960450336002,False
6,0.3163027748735961,0,1,[1 - x2],"sub,div,x2,x2,x2",4.672202211766617,4.672202211766617,False
7,0.39363582523209106,0,1,[-x2 + log(x2)],"sub,log,x2,x2",2.3728912473355197,2.3728912473355197,False
10,0.44232905297802344,0,1,[-x2 + exp(sin(x2))],"sub,exp,sin,x2,x2",1.5895167477737833,1.5895167477737833,False
12,0.4545201764476315,0,1,[x2*cos(log(x2**2))],"mul,x2,cos,log,mul,x2,x2",1.4402936616847466,1.4402936616847466,False
14,0.512196262623675,0,1,[x2*cos(log(-x1 + x2**2))],"mul,cos,log,sub,mul,x2,x2,x1,x2",0.9070211965802811,0.9070211965802811,False
18,0.5264814120590068,0,1,[-log(2*x2*(x1 + 2*x2)) + sin(x2)],"sub,sin,x2,log,mul,add,x2,x2,add,add,x1,x2,x2",0.8089244802572605,0.8089244802572605,False
19,0.528839005199842,0,1,[-x2 + log(x2) - cos(x2 + x2/(x1 + x2))],"sub,log,x2,add,cos,add,div,x2,add,x1,x2,x2,x2",0.7937645532529621,0.7937645532529621,False
20,0.5503434319777799,0,1,[-log(2*x2*(2*x1 + 2*x2)) + sin(x2)],"sub,sin,x2,log,mul,add,x2,x2,add,add,x1,add,x2,x1,x2",0.6675661504443038,0.6675661504443038,False
22,0.568105588867104,0,1,[-x2 + sin(x2) - cos(x2) + (x1 + 2*x2)/(x1 + x2)],"add,sub,div,add,add,x1,x2,x2,add,x2,x1,x2,sub,sin,x2,cos,x2",0.5779590183774671,0.5779590183774671,False
27,0.592430545140294,0,1,[-x2 + sin(x2) - cos(x2) + (x1 + 2*x2**2/(x1 + x2))/x2],"add,sub,div,add,mul,div,add,x2,x2,add,x2,x1,x2,x1,x2,x2,sub,sin,x2,cos,x2",0.4732911378431323,0.4732911378431323,False
33,0.6291319347017401,0,1,[-x2 + (-x2 + sin(x2))*cos(log(x2)) + cos((x1 + x2)*log(x2)/x2)],"sub,add,cos,div,mul,add,x2,x1,log,x2,x2,mul,cos,log,x2,sub,sin,x2,x2,x2",0.34750048608207645,0.34750048608207645,False
40,0.6328925991115185,0,1,[-x2 + (1 - x2)*cos(log(x2)) + cos(((x1 + x2)*log(x2) + 1/2)/x2)],"sub,add,cos,div,add,div,x2,add,x2,x2,mul,add,x2,x1,log,x2,x2,mul,cos,log,x2,sub,div,x2,x2,x2,x2",0.33645442588771274,0.33645442588771274,False
42,0.6345912605700034,0,1,[-x2 + (-x2 + sin(x2))*cos(log(x2)) + cos(((x1 + x2)*log(x2) + (x1 - x2)/(2*x2))/x2)],"sub,add,cos,div,add,div,sub,x1,x2,add,x2,x2,mul,add,x2,x1,log,x2,x2,mul,cos,log,x2,sub,sin,x2,x2,x2",0.3315657683472735,0.3315657683472735,False
44,0.636650442107739,0,1,[-x2 + (-x2 + sin(x2))*cos(log(x2)) + cos(((x1 + x2)*log(x2) - 1/2)/x2)],"sub,add,cos,div,add,div,sub,sub,x1,x1,x2,add,x2,x2,mul,add,x2,x1,log,x2,x2,mul,cos,log,x2,sub,sin,x2,x2,x2",0.32572206705928547,0.32572206705928547,False
147,0.653801333190744,0,1,[-2*x2/log(x2) + log(x2) + sin(2*x2/log(x1/x2 + x2*(x1 + x2)/((x2 + x2/log(x2))*log(2*x2 + x2/log(log(x2)))) + x2)) + sin((x1 + x2)/log(x2 + 2*log(log(x2)) + 1))],"sub,sub,add,sin,div,div,add,x2,x1,div,log,add,add,add,div,x2,x2,x2,log,log,x2,log,log,x2,x2,x2,add,x2,sub,add,sin,div,div,add,x2,x2,div,log,add,add,div,div,div,add,x2,x1,div,div,log,add,add,div,x2,log,log,x2,x2,x2,x2,x2,add,div,x2,log,x2,x2,x2,x2,div,x1,x2,x2,x2,add,x2,log,x2,x2,div,div,add,x2,x2,div,log,x2,x2,x2,x2",0.28038784228192715,0.28038784228192715,False
195,0.6558016919786116,0,1,[-2*x2/log(x2) + log(x2) + sin(2*x2/log(x2*(x1 + x2)/((x2 + x2/log(x2))*log(x2*(x1 + x2)/((x2 + 1)*log(2*x2 + x2/log(log(x2)))) + 3*x2)) + x2 + (x1 + x2)/(x2*(x2 + x2/log(x2))))) + sin((x1 + x2)/log(x2 + log(x2) + log(log(x2)) + 1))],"sub,sub,add,sin,div,div,add,x2,x1,div,log,add,add,add,div,x2,x2,x2,log,x2,log,log,x2,x2,x2,add,x2,sub,add,sin,div,div,add,x2,x2,div,log,add,add,div,div,div,add,x2,x1,div,x2,x2,add,div,x2,log,x2,x2,x2,x2,div,div,div,add,x2,x1,div,div,log,add,add,add,div,div,div,add,x2,x1,div,div,log,add,add,div,x2,log,log,x2,x2,x2,x2,x2,add,div,x2,x2,x2,x2,x2,x2,x2,x2,x2,add,div,x2,log,x2,x2,x2,x2,x2,add,x2,log,x2,x2,div,div,add,x2,x2,div,log,x2,x2,x2,x2",0.2754687869823895,0.2754687869823895,False
