complexity,r,count_on_policy,count_off_policy,expression,traversal,nmse_test,nmse_test_noiseless,success
5,0.24501460392854188,0,1,[-x2],"sub,sub,x2,x2,x2",9.494960450336002,9.494960450336002,False
6,0.3163027748735961,0,1,[1 - x2],"sub,div,x2,x2,x2",4.672202211766617,4.672202211766617,False
7,0.39363582523209106,0,1,[-x2 + log(x2)],"sub,log,x2,x2",2.3728912473355197,2.3728912473355197,False
10,0.44232905297802344,0,1,[-x2 + exp(sin(x2))],"sub,exp,sin,x2,x2",1.5895167477737833,1.5895167477737833,False
12,0.4545201764476315,0,1,[x2*cos(log(x2**2))],"mul,x2,cos,log,mul,x2,x2",1.4402936616847466,1.4402936616847466,False
14,0.512196262623675,0,1,[x2*cos(log(-x1 + x2**2))],"mul,x2,cos,log,sub,mul,x2,x2,x1",0.9070211965802811,0.9070211965802811,False
18,0.5306502531785627,0,1,[-log(3*x2*(x1 + x2)) + sin(x2)],"sub,sin,x2,log,mul,add,x2,x1,add,add,x2,x2,x2",0.7823055734170361,0.7823055734170361,False
20,0.5503434319777799,0,1,[-log(4*x2*(x1 + x2)) + sin(x2)],"sub,sin,x2,log,mul,add,x2,x1,add,add,add,x2,x2,x2,x2",0.6675661504443038,0.6675661504443038,False
21,0.5653023890174413,0,1,[-x2 + log(x2 + x2*exp(-x1)) - cos(x2)],"sub,log,add,div,x2,exp,x1,x2,add,cos,x2,x2",0.5913067887485798,0.5913067887485798,False
26,0.6183249881460086,0,1,[cos((3*x1 + x2)/x2) - 5],"sub,cos,div,add,add,add,x1,x1,x1,x2,x2,div,add,add,add,add,x2,x2,x2,x2,x2,x2",0.3810253404714467,0.3810253404714467,False
39,0.6560960343574346,0,1,[x2*(-exp(exp(x1/(x2 + exp((2*x1 + 4*x2)/x2)))) + log(x2))],"mul,x2,sub,log,x2,exp,exp,div,x1,add,exp,div,add,add,add,add,add,x1,x1,x2,x2,x2,x2,x2,x2",0.27475116468787864,0.27475116468787864,False
41,0.663433699531483,0,1,[x2*(-exp(exp(x1/(x1 + x2 + exp((2*x1 + 4*x2)/x2)))) + log(x2))],"mul,x2,sub,log,x2,exp,exp,div,x1,add,add,exp,div,add,add,add,add,add,x1,x1,x2,x2,x2,x2,x2,x1,x2",0.2573630543128607,0.2573630543128607,False
43,0.6806440957488221,0,1,[x2*(-exp(exp(x1/(x1 + x2 + exp((3*x1 + 4*x2)/x2)))) + log(x2))],"mul,x2,sub,log,x2,exp,exp,div,x1,add,add,exp,div,add,add,add,add,add,add,x1,x1,x1,x2,x2,x2,x2,x2,x1,x2",0.22014546146783448,0.22014546146783448,False
46,0.6909073138787659,0,1,[x2*(-exp(exp(x1/(x2 + exp((3*x1 + 4*x2 + sin(x1))/x2)))) + log(x2))],"mul,x2,sub,log,x2,exp,exp,div,x1,add,exp,div,add,add,add,add,add,add,add,sin,x1,x1,x2,x1,x1,x2,x2,x2,x2,x2",0.20014183497593369,0.20014183497593369,False
188,0.6912085387140384,0,1,[x2*(-exp(exp(x1/(x2 + exp((3*x1 + 4*x2 + sin(x1))/x2) - exp(exp(x1/(x1 + x2 + exp((2*x1 + 4*x2 + sin(6*x2 + log(x2*(x2*(x1 + 2*x2 + log(x2)) - x2 + 1))))/x2)))) + exp(exp((sin(x2) + (2*x1 + 4*x2 + sin(x1) + cos(x2))/(2*x2))/(x1 + x2 + exp(x2*exp(-x1 - x2) + x2))))))) + log(x2))],"mul,x2,sub,log,x2,exp,exp,div,x1,add,add,exp,div,add,add,add,add,add,add,add,x1,x1,x2,x1,x2,x2,x2,sin,x1,x2,sub,x2,exp,exp,div,x1,add,add,exp,div,add,add,add,add,add,add,sin,add,add,add,add,x2,x2,x2,add,x2,add,log,add,sub,mul,add,div,x2,x2,sub,mul,add,add,add,log,x2,x2,x2,x1,x2,x2,x2,x2,x2,x2,x2,x1,x2,x1,x2,x2,x2,x2,x1,x2,exp,exp,div,add,sin,x2,div,add,add,add,add,add,add,add,sin,x1,x1,x2,x1,x2,x2,x2,cos,x2,add,x2,x2,add,add,exp,add,div,x2,exp,add,x1,x2,x2,x1,x2",0.19957786685171486,0.19957786685171486,False
