complexity,r,count_on_policy,count_off_policy,expression,traversal,nmse_test,nmse_test_noiseless,success
5,0.24501460392854188,0,1,[-x2],"sub,sub,x2,x2,x2",9.494960450336002,9.494960450336002,False
6,0.3163027748735961,0,1,[1 - x2],"sub,div,x2,x2,x2",4.672202211766617,4.672202211766617,False
7,0.39363582523209106,0,1,[-x2 + log(x2)],"sub,log,x2,x2",2.3728912473355197,2.3728912473355197,False
10,0.44232905297802344,0,1,[-x2 + exp(sin(x2))],"sub,exp,sin,x2,x2",1.5895167477737833,1.5895167477737833,False
12,0.4545201764476315,0,1,[x2*cos(log(x2**2))],"mul,cos,log,mul,x2,x2,x2",1.4402936616847466,1.4402936616847466,False
14,0.512196262623675,0,1,[x2*cos(log(-x1 + x2**2))],"mul,cos,log,sub,mul,x2,x2,x1,x2",0.9070211965802811,0.9070211965802811,False
18,0.5264814120590068,0,1,[-log(2*x2*(x1 + 2*x2)) + sin(x2)],"sub,sin,x2,log,mul,add,add,x1,x2,x2,add,x2,x2",0.8089244802572605,0.8089244802572605,False
20,0.5599059924202485,0,1,[x2*cos(x2/log(x2)) + x2/(x1 + x2)],"add,div,x2,add,x1,x2,mul,x2,cos,div,x2,log,x2",0.6178181734369933,0.6178181734369933,False
23,0.5603693558822428,0,1,[-log(x2*(x1 + x2)) - cos(x2) + cos(log(x2))],"sub,sub,cos,log,x2,log,mul,add,x2,x1,x2,cos,x2",0.6154987265132971,0.6154987265132971,False
24,0.5653023890174413,0,1,[-x2 + log(x2 + x2*exp(-x1)) - cos(x2)],"sub,log,add,exp,sub,log,x2,x1,x2,add,cos,x2,x2",0.5913067887485797,0.5913067887485797,False
26,0.5657545060336786,0,1,[-log(x2*(x1 + x2*log(x1 + x2))) - cos(x2)],"sub,sub,x1,add,log,mul,add,mul,log,add,x2,x1,x2,x1,x2,x1,cos,x2",0.5891346925498795,0.5891346925498795,False
28,0.5710984718571562,0,1,[-log(x2*(2*x1 + x2 + log(x2)) + x2) - cos(x2)],"sub,sub,x1,add,log,add,mul,add,add,add,log,x2,x2,x1,x1,x2,x2,x1,cos,x2",0.5640182945559082,0.5640182945559082,False
29,0.6163181379260694,0,1,[x1/x2 - exp(cos(2*x2/(2*x1 + 2*x2)) + 1)],"sub,div,x1,x2,exp,add,div,x2,x2,cos,div,add,x2,x2,add,add,x2,add,x1,x1,x2",0.3875543717921407,0.3875543717921407,False
34,0.6212435981131555,0,1,[x1/x2 - exp(cos(x1/x2**2) + cos(2*x2/(2*x1 + 2*x2)))],"sub,div,x1,x2,exp,add,cos,div,x1,mul,x2,x2,cos,div,add,x2,x2,add,add,x2,add,x1,x1,x2",0.3717030387952414,0.3717030387952414,False
38,0.6264092504817703,0,1,[x1/x2 - exp(cos(x1/(4*x2)) + cos(2*x2/(2*x1 + 2*x2)))],"sub,div,x1,x2,exp,add,cos,div,x1,add,add,x2,x2,add,x2,x2,cos,div,add,x2,x2,add,add,x2,add,x1,x1,x2",0.35569347894983677,0.35569347894983677,False
39,0.6277831828679472,0,1,[x1/x2 - exp(cos(2*x2/(2*x1 + 2*x2)) + cos(x1/(x2*(-x1 + 2*x2))))],"sub,div,x1,x2,exp,add,cos,div,div,x1,x2,sub,add,x2,x2,x1,cos,div,add,x2,x2,add,add,x2,add,x1,x1,x2",0.3515382828670132,0.3515382828670132,False
42,0.6293995855146755,0,1,[x1/x2 - exp(cos(x1**2/(x2**3 + 2*x2)) + cos(2*x2/(2*x1 + 2*x2)))],"sub,div,x1,x2,exp,add,cos,mul,div,x1,add,add,x2,x2,mul,x2,mul,x2,x2,x1,cos,div,add,x2,x2,add,add,x2,add,x1,x1,x2",0.34670403514238046,0.34670403514238046,False
53,0.6295202251826133,0,1,[-exp(x2/(x2 + exp(-x2)*exp(-x1 + x2)/log(2*x2)))*log(x2) + cos(x2*log(log(x2)))],"sub,cos,mul,x2,log,log,x2,mul,exp,div,x2,add,x2,div,div,exp,sub,x2,x1,log,add,x2,x2,exp,x2,log,x2",0.3463455665294887,0.3463455665294887,False
57,0.6302332287454432,0,1,[-exp(x2/(x2 + exp(-x2)*exp(-x1 + x2)/log(x2*log(x2))))*log(x2) + cos(x2*log(log(x2)))],"sub,cos,mul,x2,log,log,x2,mul,exp,div,x2,add,x2,div,div,exp,sub,x2,x1,log,mul,x2,log,x2,exp,x2,log,x2",0.34423352760254083,0.34423352760254083,False
59,0.6302814006456124,0,1,[-exp(x2/(x2 + exp(-x1 + x2)/((x1 + exp(x2))*log(x2*log(x2)))))*log(x2) + cos(x2*log(log(x2)))],"sub,cos,mul,x2,log,log,x2,mul,exp,div,x2,add,x2,div,div,exp,sub,x2,x1,log,mul,x2,log,x2,add,x1,exp,x2,log,x2",0.34409123914141243,0.34409123914141243,False
70,0.636153319262483,0,1,[x1*exp(-cos(x1/(x1 + x2)) - cos(2*x2/(2*x1 + 3*x2))) - exp(cos(x1/(2*x1 + 3*x2)) + cos(2*x2/(2*x1 + 2*x2)))],"sub,div,x1,exp,add,cos,div,x1,add,x1,x2,cos,div,add,x2,x2,add,add,x2,add,add,x2,x1,x1,x2,exp,add,cos,div,x1,add,add,x2,x2,add,x2,add,x1,x1,cos,div,add,x2,x2,add,add,x2,add,x1,x1,x2",0.32712462635439854,0.32712462635439854,False
72,0.6423965875926428,0,1,[x1*exp(-cos(x1/(x1 + x2)) - cos(2*x2/(3*x1 + 3*x2))) - exp(cos(x1/(2*x1 + 3*x2)) + cos(2*x2/(2*x1 + 2*x2)))],"sub,div,x1,exp,add,cos,div,x1,add,x1,x2,cos,div,add,x2,x2,add,add,x1,add,add,x2,x1,x1,add,x2,x2,exp,add,cos,div,x1,add,add,x2,x2,add,x2,add,x1,x1,cos,div,add,x2,x2,add,add,x2,add,x1,x1,x2",0.3098823623713703,0.3098823623713703,False
80,0.6501014867812512,0,1,[x1*exp(-cos(2*x1/(2*x1 + 3*x2)) - cos(x1/(2*x2 + log(x2)))) - exp(cos(x1*exp(-2*x1 - 3*x2)) + cos(2*x2/(2*x1 + 2*x2)))],"sub,div,x1,exp,add,cos,div,x1,add,add,log,x2,x2,x2,cos,div,add,x1,x1,add,add,x2,add,add,x2,x1,x1,x2,exp,add,cos,div,x1,exp,add,add,x2,x2,add,x2,add,x1,x1,cos,div,add,x2,x2,add,add,x2,add,x1,x1,x2",0.28968224372789864,0.28968224372789864,False
