seed,r,nmse_test,nmse_test_noiseless,success,expression,traversal,error_log,error_exp,error_true_divide,error_multiply,error_node_divide,error_node_overflow,error_node_invalid,error_node_underflow,n_epochs,n_samples,n_cached,t
0,0.5881541395141144,0.4903284518551417,0.4903284518551417,False,[x1**2*(x1*sin(x1*exp(x1**4*(x1*(x1**4*(x1**3*(x1**2 + 4*x1) + x1) + x1) + x1) + x1)) + x1)*(x1**3*(x1*sin(x1*exp(x1**4*(x1*(x1**4*(x1**2*(x1**3*(x1**2 + 4*x1) + x1) + x1) + x1) + x1) + exp(x1**2 + 4*x1))) + x1) + x1*sin(x1*(2*x1**4 + x1))) + x1*sin(x1*(x1**3*(x1**5*(x1 + exp(x1*(x1*(x1**2*(x1**4*(x1**2 + x1) + x1**2*(x1**2 + 2*x1) + 3*x1) + x1) + x1))) + 2*x1) + x1)) + x1],"add,add,mul,mul,mul,add,mul,sin,mul,exp,add,mul,mul,mul,mul,add,mul,add,mul,mul,mul,mul,add,mul,mul,mul,add,add,add,add,mul,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,add,mul,mul,mul,add,mul,sin,mul,exp,add,mul,mul,mul,mul,add,mul,add,mul,mul,mul,mul,add,mul,mul,add,mul,mul,mul,add,add,add,add,mul,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,exp,add,add,add,add,mul,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,mul,sin,mul,add,mul,mul,mul,add,x1,x1,x1,x1,x1,x1,x1,x1,x1,mul,sin,mul,add,mul,mul,mul,add,add,mul,mul,mul,mul,mul,add,exp,mul,add,mul,add,mul,mul,add,add,add,mul,mul,mul,mul,add,mul,x1,x1,x1,x1,x1,x1,x1,x1,sub,add,add,mul,mul,add,add,mul,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1",61871,56451,5399,1,12273,51144,54997,5308,247,2007008,1179895,659.2483348846436
