seed,r,nmse_test,nmse_test_noiseless,success,expression,traversal,error_log,error_exp,error_true_divide,error_multiply,error_node_invalid,error_node_divide,error_node_overflow,error_node_underflow,n_epochs,n_samples,n_cached,t
0,0.6265049690336508,0.3554026132087787,0.3554026132087787,False,[x1*(x1*(-x1 + exp(sin(exp(x1*(x1**2 + 2*x1 + exp(x1**2)))/x1)) + log(exp(sin(exp(2*x1)/log(x1))))) + x1) + x1],"add,mul,add,x1,mul,x1,sub,add,add,log,sub,div,mul,add,exp,sin,div,exp,add,x1,x1,log,x1,x1,x1,x1,x1,x1,sub,exp,sin,div,exp,mul,x1,add,add,add,mul,x1,x1,exp,mul,x1,x1,x1,x1,x1,x1,x1,x1,x1",110463,100269,13550,176,99465,24504,82968,17521,246,2000241,1115620,519.5339689254761
