seed,r,nmse_test,nmse_test_noiseless,success,expression,traversal,error_exp,error_log,error_true_divide,error_multiply,error_node_overflow,error_node_invalid,error_node_divide,error_node_underflow,n_epochs,n_samples,n_cached,t
0,0.5976144694810652,0.45335927241817936,0.45335927241817936,False,[x1*(x1 + cos(x1*(11*x1 + 2*exp(x1**2 + 5*x1 + 1)) + 2*x1)) + x1*log(x1**2 + exp(x1**3*(x1**2*(x1 + cos(5*x1 + exp(4*x1))) + 2*x1))) - x1 + log(exp(x1) + sin(x1))],"add,sub,add,mul,log,add,exp,mul,mul,mul,add,add,mul,mul,add,cos,add,add,x1,add,add,add,exp,add,add,add,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,mul,x1,x1,x1,log,add,exp,x1,sin,x1,x1,mul,add,cos,add,add,x1,mul,add,add,add,add,add,add,add,exp,add,add,add,add,div,x1,x1,add,add,mul,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,add,add,add,add,add,exp,add,add,add,add,div,x1,x1,add,add,mul,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1",128991,107526,6932,26,117567,100192,14258,11458,247,2007622,1159505,562.6018514633179
