seed,r,nmse_test,nmse_test_noiseless,success,expression,traversal,error_true_divide,error_log,error_exp,error_node_divide,error_node_invalid,error_node_overflow,error_node_underflow,n_epochs,n_samples,n_cached,t
0,0.6069440174360238,0.41938370471764463,0.41938370471764463,False,[x1*(x1 + exp(x1*sin(x1**2*exp(exp((x1*exp(x1*(x1**3*(x1**2*(-x1 + exp(-x1**2*(x1**2*(-x1 + exp(E - 2*x1)) - x1) - x1 + exp(x1*exp(exp((x1*(x1*(-3*x1 + exp(x1*(x1**2*(-x1**3 + 2*x1)*exp(x1) - 2*x1))/x1) - x1) - 2*x1)/x1))))) - x1) - 2*x1)) - 2*x1)/x1)))))],"mul,add,exp,mul,sin,mul,mul,exp,exp,div,sub,sub,mul,exp,mul,sub,sub,mul,mul,mul,sub,mul,mul,sub,exp,sub,sub,exp,mul,exp,exp,div,sub,sub,mul,sub,mul,div,mul,sub,sub,sub,div,exp,mul,sub,sub,mul,mul,mul,sub,x1,sub,mul,mul,x1,x1,x1,x1,x1,exp,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,mul,mul,sub,mul,mul,sub,exp,sub,sub,exp,div,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1",6828,85162,115635,13803,78186,104835,10801,247,2007622,1190115,630.1448638439178
