seed,r,nmse_test,nmse_test_noiseless,success,expression,traversal,error_log,error_true_divide,error_exp,error_multiply,error_node_invalid,error_node_divide,error_node_overflow,error_node_underflow,n_epochs,n_samples,n_cached,t
0,0.6116474281894495,0.40313458980399036,0.40313458980399036,False,[x1*(x1*(x1**13*exp(-x1)*exp(x1**4*(x1**2 + x1))*sin(x1**4*exp(x1**7))*sin(x1**2*exp(x1)*exp(x1**6*exp(x1*exp(x1**5*(-x1**6 + x1))))) + x1) + x1) + x1],"mul,div,add,mul,add,mul,add,mul,mul,mul,mul,mul,mul,mul,mul,sub,add,mul,mul,x1,div,mul,sin,mul,mul,mul,mul,mul,div,exp,mul,mul,mul,mul,mul,x1,x1,mul,x1,x1,exp,mul,exp,div,mul,div,mul,mul,sub,x1,mul,mul,mul,mul,mul,x1,x1,x1,x1,x1,x1,x1,mul,div,mul,mul,mul,x1,x1,mul,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,div,x1,x1,x1,x1,exp,x1,x1,exp,x1,x1,x1,x1,x1,x1,x1,x1,x1,mul,x1,div,mul,sin,mul,mul,mul,mul,mul,div,exp,mul,mul,mul,mul,mul,x1,x1,mul,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,mul,mul,mul,div,mul,exp,mul,mul,mul,mul,add,mul,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1",65256,8907,17525,55,57519,16643,12254,5327,247,2006753,1091250,564.1723701953888
