seed,r,nmse_test,nmse_test_noiseless,success,expression,traversal,error_true_divide,error_log,error_exp,error_multiply,error_node_divide,error_node_invalid,error_node_overflow,error_node_underflow,n_epochs,n_samples,n_cached,t
0,0.7730227722880678,0.08621443744701511,0.08621443744701511,False,[x1*(3*x1 + (x1*(x1**9*sin(x1) - x1) + x1)/(x1**2*(x1*exp(x1)/(x1 + (x1*(x1**12/log(x1**2) - x1) + x1)/(x1**2*(exp(x1**2) + exp(x1)/x1**2) + x1)) + exp(x1)) + x1))],"mul,add,add,add,div,add,mul,sub,mul,mul,mul,mul,mul,mul,div,mul,mul,mul,mul,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,sin,x1,x1,x1,x1,add,mul,mul,add,exp,x1,mul,exp,x1,div,x1,add,div,add,mul,sub,mul,mul,mul,mul,mul,mul,div,mul,mul,mul,mul,mul,x1,x1,x1,x1,x1,x1,log,mul,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,add,mul,mul,add,exp,mul,x1,x1,mul,exp,x1,div,x1,mul,mul,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1",9523,94339,28333,9,17061,86705,21782,6656,247,2005235,1093901,546.4193053245544
