seed,r,nmse_test,nmse_test_noiseless,success,expression,traversal,error_log,error_exp,error_true_divide,error_multiply,error_node_invalid,error_node_divide,error_node_overflow,error_node_underflow,n_epochs,n_samples,n_cached,t
0,0.5681942578392224,0.5775414324812127,0.5775414324812127,False,[x1*(x1*(x1*(-x1 + cos(exp(x1*(x1*(x1*(3*x1**2*exp(x1) + x1) + x1) + exp(x1**3*(x1**2 + 2*x1)*(x1**3 + x1)))/(2*(x1**2 + x1))))) + 2*x1) + x1*(x1*(-x1 + cos(exp(x1*(2*x1**2 + x1) + x1))) + 2*x1)) + x1],"add,mul,add,mul,add,add,mul,sub,cos,exp,add,x1,mul,add,mul,div,mul,add,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,mul,add,add,mul,sub,cos,exp,mul,add,sub,mul,div,mul,mul,mul,add,mul,add,mul,add,mul,mul,add,add,x1,x1,x1,x1,exp,x1,x1,x1,x1,x1,exp,mul,mul,add,sub,mul,mul,add,add,mul,x1,x1,x1,x1,x1,x1,x1,x1,add,mul,mul,x1,x1,x1,x1,x1,x1,x1,mul,x1,x1,mul,mul,mul,mul,add,x1,x1,x1,x1,mul,add,mul,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1",81134,63628,5235,5,75366,11003,58506,5127,247,2007264,1121848,586.3863108158112
