seed,r,nmse_test,nmse_test_noiseless,success,expression,traversal,error_exp,error_log,error_true_divide,error_multiply,error_node_underflow,error_node_invalid,error_node_overflow,error_node_divide,n_epochs,n_samples,n_cached,t
0,0.7791689797509215,0.0803261310850306,0.0803261310850306,False,[x1 + log(x1*(x1**2*(x1**11*(x1*(x1*(x1**2 + x1) + x1) - x1)*(-x1**4 + x1*(x1*sin(x1*(x1**3*exp(-x1*(x1**2*(x1**5 - x1**2*(x1**13*(x1**4 + 3*x1) + 3*x1) + x1) - 4*x1) + x1) + x1)) + x1) + 3*x1) + 3*x1) + 2*x1 - sin(x1)) + 1)],"add,log,sub,add,exp,sub,x1,x1,add,mul,sub,sub,add,add,add,mul,mul,add,add,add,mul,mul,mul,mul,mul,mul,add,x1,sub,sub,add,add,add,mul,add,mul,sin,mul,add,x1,mul,mul,mul,exp,sub,x1,mul,sub,sub,sub,sub,mul,mul,sub,add,add,sub,mul,mul,mul,mul,x1,x1,x1,x1,x1,x1,x1,x1,mul,mul,add,add,add,mul,mul,mul,mul,mul,mul,mul,mul,mul,add,add,add,mul,mul,mul,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,add,sub,mul,mul,mul,mul,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,mul,div,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,mul,mul,mul,div,mul,x1,x1,x1,x1,x1,x1,x1,mul,mul,mul,mul,mul,mul,sub,mul,add,mul,add,mul,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,sin,x1,x1,x1,x1,x1",54587,99440,7648,1,6673,90957,47915,16131,247,2006115,1123075,544.9235000610352
