seed,r,nmse_test,nmse_test_noiseless,success,expression,traversal,error_log,error_exp,error_true_divide,error_multiply,error_node_invalid,error_node_divide,error_node_overflow,error_node_underflow,n_epochs,n_samples,n_cached,t
0,0.6034669777690118,0.4317692406969175,0.4317692406969175,False,[x1*(x1*(x1*(x1 + sin(exp(exp(x1**3*(x1**3*(x1*(x1**2 - x1) + 2*x1) - x1) + x1))/x1)) + x1) + x1*(-2*x1**2 + x1*(x1*(x1*(x1 - sin(x1 - exp(exp(x1**2*(x1**3*(x1*(-x1 + log(x1 + (x1**4 + x1)/x1)) + 2*x1) - x1) + x1))/x1)) + x1) + x1 - sin(x1 - exp(exp(x1**3*(x1**5*(x1*(-x1 + log(x1 + (x1**4 + x1)/x1)) + 2*x1)*(x1*(x1**2 - x1) + 2*x1) - x1) + x1))/x1)) + x1) + 2*x1) - x1],"sub,mul,add,add,add,mul,sub,mul,add,mul,x1,add,mul,x1,add,sin,sub,div,exp,exp,add,mul,mul,mul,div,sub,mul,mul,mul,add,add,mul,sub,log,add,div,add,mul,sub,add,mul,sub,add,mul,mul,div,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,add,sin,sub,div,exp,exp,add,mul,mul,mul,mul,div,sub,mul,mul,mul,add,add,mul,sub,log,add,div,add,mul,sub,add,mul,sub,add,mul,mul,div,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,mul,mul,mul,add,add,mul,sub,mul,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,add,mul,x1,x1,sub,mul,x1,x1,x1,x1,x1,x1,mul,add,mul,x1,add,sin,div,exp,exp,add,mul,mul,mul,mul,div,sub,mul,mul,mul,add,add,mul,sub,mul,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1",140285,70423,9577,30,128707,21150,62080,8378,247,2006297,1315965,605.4036800861359
