seed,r,nmse_test,nmse_test_noiseless,success,expression,traversal,error_log,error_true_divide,error_exp,error_node_invalid,error_node_divide,error_node_overflow,error_node_underflow,n_epochs,n_samples,n_cached,t
0,0.5850245347335488,0.5031490781059613,0.5031490781059613,False,[x1*exp(x1*(x1 + exp(x1**10*(1 - sin(x1/((-x1 + log(2) + 1)*log(x1))))*(x1**2*sin((x1**2 + exp(x1))/((-x1 + log(2) + 1)*log(x1))) - x1) - x1)))],"mul,x1,exp,mul,add,exp,sub,mul,mul,mul,mul,mul,mul,mul,mul,mul,mul,mul,sub,mul,mul,sin,div,add,mul,x1,x1,exp,x1,mul,sub,sub,div,x1,x1,log,div,x1,add,x1,x1,x1,log,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,sub,div,x1,x1,div,mul,sin,div,x1,mul,sub,sub,div,x1,x1,log,div,x1,add,x1,x1,x1,log,x1,x1,x1,x1,x1,x1",98446,7360,31859,89665,16141,24097,7762,247,2006766,1155428,601.3085107803345
