seed,r,nmse_test,nmse_test_noiseless,success,expression,traversal,error_exp,error_log,error_true_divide,error_multiply,error_node_underflow,error_node_invalid,error_node_overflow,error_node_divide,n_epochs,n_samples,n_cached,t
0,0.5785838310325934,0.5305053936978745,0.5305053936978745,False,[x1*(-x1**2*sin(x1)*sin(x1**2 + x1*exp(x1*(x1**2*(-x1**5 + 4*x1**3 + x1) + x1)) - x1) + 2*x1) + x1],"add,mul,sub,x1,sub,mul,sin,x1,div,mul,mul,add,div,mul,sub,mul,sin,sub,add,mul,x1,x1,mul,exp,mul,add,mul,mul,sub,add,sub,add,add,mul,mul,add,x1,x1,x1,add,x1,x1,x1,x1,add,mul,mul,mul,mul,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1",23974,108951,6803,1,5889,101331,18086,14423,247,2006351,1083344,546.9994132518768
