seed,r,nmse_test,nmse_test_noiseless,success,expression,traversal,error_log,error_true_divide,error_exp,error_multiply,error_node_invalid,error_node_divide,error_node_overflow,error_node_underflow,n_epochs,n_samples,n_cached,t
0,0.5591526081116066,0.6216069215507214,0.6216069215507214,False,[x1*(x1 + (2*x1**5*sin(x1*exp((x1*(x1**10*(x1**21*(2*x1**5 + 1) + x1) + x1) - x1)/x1)) + x1)/x1)],"mul,add,div,add,mul,sin,mul,exp,div,sub,mul,add,mul,mul,mul,div,div,div,mul,mul,mul,mul,mul,mul,mul,mul,mul,mul,add,mul,mul,mul,mul,mul,mul,mul,mul,mul,mul,mul,mul,mul,x1,x1,x1,x1,mul,mul,div,div,div,mul,mul,mul,mul,mul,mul,mul,mul,mul,mul,add,mul,mul,mul,mul,x1,add,x1,x1,x1,x1,x1,div,x1,x1,x1,x1,x1,x1,div,mul,x1,x1,mul,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,mul,mul,mul,x1,x1,x1,mul,x1,add,x1,x1,x1,x1,x1,x1",79160,5590,38136,584,71382,13368,31212,7508,247,2006386,1197612,681.209404706955
