seed,r,nmse_test,nmse_test_noiseless,success,expression,traversal,error_exp,error_true_divide,error_log,error_multiply,error_node_overflow,error_node_divide,error_node_invalid,error_node_underflow,n_epochs,n_samples,n_cached,t
0,0.7325717651023681,0.13326440473729695,0.13326440473729695,False,[cos(2*x2**2*exp(x2))/(x1**2 + x1 + log((x1 + x2**2 - 2*x2)/x2) + cos(log(x2 - log(x2))))],"div,cos,mul,exp,x2,mul,add,x2,x2,x2,add,add,add,mul,x1,x1,x1,log,div,add,sub,mul,x2,x2,add,x2,x2,x1,x2,cos,log,sub,x2,log,x2",83331,165217,204581,53,74421,239956,129838,8967,247,2006800,1326049,500.99853324890137
