seed,r,nmse_test,nmse_test_noiseless,success,expression,traversal,error_log,error_exp,error_true_divide,error_multiply,error_node_divide,error_node_overflow,error_node_invalid,error_node_underflow,n_epochs,n_samples,n_cached,t
0,0.9372849726118629,0.004477132261993585,0.004477132261993585,False,[x2*exp(cos(x1*(-x4 + exp(x2) - exp(x2**2)/log(x6))))*cos(x1*(-x4 - x6 + exp(x2)) + x5*(x1 + exp(x4)) - x5*log(x4 + x5 + x6))],"mul,cos,sub,add,x4,mul,x5,add,x1,exp,x4,sub,add,x4,mul,x5,log,add,add,x6,x5,x4,mul,sub,exp,x2,add,x4,x6,x1,mul,exp,cos,sub,x1,sub,x1,mul,sub,exp,x2,add,div,exp,mul,x2,x2,log,x6,x4,x1,x2",123669,98270,92649,22,133833,87787,82477,10513,247,2006022,1539614,590.6365807056427
