seed,r,nmse_test,nmse_test_noiseless,success,expression,traversal,error_log,error_exp,error_true_divide,error_multiply,error_node_invalid,error_node_divide,error_node_overflow,error_node_underflow,n_epochs,n_samples,n_cached,t
0,0.5681881641725522,0.5775701215619523,0.5775701215619523,False,[x1**3*(x1 + log(exp(cos(x1**3*exp(x1) - exp(x1 + (x1**3*exp(x1) + x1)/x1)))/x1))*(x1**2 + log(exp(cos(2*x1 - exp(x1 + (x1**3*exp(x1) + x1)/x1)))/x1)) + x1**2 + x1],"add,add,mul,mul,add,log,div,exp,cos,sub,div,mul,exp,add,div,add,mul,mul,mul,exp,x1,x1,x1,x1,x1,x1,x1,x1,x1,mul,mul,exp,x1,x1,mul,x1,x1,x1,x1,mul,mul,add,log,div,exp,cos,sub,x1,sub,div,mul,exp,add,div,add,mul,mul,mul,exp,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,x1,mul,x1,x1,x1,x1,x1,mul,x1,x1,x1",99720,130171,9276,2,91686,17309,114507,15667,247,2005951,1116497,535.3077745437622
